wallet,n_trades,n_races,total_notional,net_exposure_ratio,win_rate,mean_edge,edge_stderr,credibility_score
0x00cd7a172c9d77f1a3238c17d7f5963eddc0214c,39,12,6250.0,1.0,0.10256410256410256,-0.2944794871794872,0.04623531713236604,-0.34071480431185325
0x00da9ce440fcc32855c2427d99b5e6eb8e194f27,2,1,1.9900000000000002,0.06532663316582914,0.5,-0.02410000000000001,0.6354999999999998,-0.6595999999999999
0x00ee1f340d6bbd3e19d60506755035772ac5e935,2,1,1.94,0.11340206185567014,0.5,-0.042149999999999965,0.6221499999999999,-0.6642999999999999
0x01071df37d50514be0acd04499610066f2522230,2,1,0.01,1.0,0.5,-0.005850000000000022,0.7698499999999999,-0.7757
0x015025afae8d7d4626b02cdf6c6c0b298329c6c2,1,1,0.1,1.0,0.0,-0.7532,inf,-inf
0x01525ae934ee4cf41195ce604a5e22921f26e6b5,2,1,0.01,1.0,0.5,-0.004100000000000048,0.7716000000000001,-0.7757000000000001
0x01606aec64de83a1b46300b166572a35c402b636,1,1,50.0,1.0,0.0,-0.223,inf,-inf
0x0163fcdd0afec53b7bc95b6f31fcf1a65fe6f0ac,2,1,0.01,1.0,0.5,-0.0041500000000000425,0.77155,-0.7757000000000001
0x01a2807697fd4f79d8910f0b7703cca04eeb9957,2,2,22.0,1.0,0.5,0.21105000000000002,0.4114499999999999,-0.2003999999999999
0x01b8b92606db98b22c0486bc292ff207ae4856c2,2,1,11.0,1.0,0.0,-0.0002,0.0,-0.0002
0x01c5815139cb09d51641b12cd212300c82643a81,5,2,1782.46,0.6617595906780517,0.8,0.2907,0.15634226236050186,0.13435773763949815
0x01c775b098b9eb2fa3a9b6accb956d70e2fccf00,2,2,12.0,1.0,0.5,0.2754,0.3098999999999999,-0.03449999999999992
0x01c8e7d640a0c17ea16fdc939d74bbb111bc6bb6,1,1,0.0,0.0,0.0,-0.2874,inf,-inf
0x01cb55ba7d669e2a93a772afe06a5cd02bc1dfcf,1,1,0.01,1.0,0.0,-0.2756,inf,-inf
0x01e057ea46e9a6a4af7edf289761a80bd50ac8f9,2,1,2.2,0.03636363636363629,0.5,0.023299999999999987,0.6226,-0.5993
0x01f0311ea5fd27ba16dfc9519ed1b5b4f5828bf4,1,1,20.84,1.0,0.0,-0.0068,inf,-inf
0x0202c47823741933c46eca865541ffd5d8ccba7f,1,1,0.2,1.0,0.0,-0.2857,inf,-inf
0x02250f2ff50d721a06d162b34ee349a5665ef62e,2,1,0.01,1.0,0.5,-0.004349999999999965,0.76785,-0.7722
0x0268556ae663eedf10a259dfb5345a4fa63e5e43,2,1,0.01,1.0,0.5,-0.004349999999999965,0.76785,-0.7722
0x0289ad07c2174a40457c63f4e573f9f03a7ee882,2,1,0.01,1.0,0.5,-0.006299999999999972,0.7701,-0.7764
0x0290a43a92dee54b631782c4b1f439bb75aa2a22,1,1,0.05,1.0,1.0,0.6255,inf,-inf
0x02c178b2aef377c44342077fee3d24119d880966,2,1,9.940000000000001,0.006036217303822897,0.5,-0.0008999999999999841,0.14770000000000003,-0.1486
0x02e7e146a33704332af8a9c06da471291636971a,1,1,0.13,1.0,0.0,-0.7756,inf,-inf
0x02f2891802a56f665bb3fdf169f09bf9d4cf3d55,1,1,0.04,1.0,0.0,-0.2729,inf,-inf
0x02fc9fcd40470723aa8268c1bf470fbc89e4f337,1,1,0.0,0.0,0.0,-0.2728,inf,-inf
0x03139cb8e8c82649951fbfa55020e0e3a011b272,1,1,0.07,1.0,0.0,-0.2756,inf,-inf
0x032f3899efe77864e9cf52895e0df8d9097191c3,2,1,0.01,1.0,0.5,-0.005950000000000011,0.76975,-0.7757000000000001
0x033dc6e3e3e0a3ae55402576990392ae910aaf05,11,3,2440.6000000000004,0.9682045398672456,0.9090909090909091,0.1150090909090909,0.05706969655134684,0.057939394357744055
0x035c45b155a96d224aad76bdc3abf365589e2e5d,2,1,0.01,1.0,0.5,-0.005950000000000011,0.76975,-0.7757000000000001
0x03612b592725958e2dcd84d78cf47aeca0295841,1,1,0.02,1.0,0.0,-0.2882,inf,-inf
0x0364e487ccd5a61d3c83848a420846848ae08061,66,21,1847.5800000000002,0.613970707628357,0.8181818181818182,0.16804545454545453,0.046342107561574815,0.12170334698387972
0x0398aee3facc450a18fb2a3c6a4eabf4659aee86,1,1,0.0,0.0,0.0,-0.2728,inf,-inf
0x03b2e43cda4928853b06397773089f09abf8fbc7,4,1,0.03,0.33333333333333337,0.75,0.37957500000000005,0.383925,-0.004349999999999965
0x03cff9637ab8696a9709cac976dc85c6c2ee49df,1,1,0.02,1.0,0.0,-0.2713,inf,-inf
0x042c9d7639085cca20a6f9bc19698fea80949abd,38,12,224.63,0.4587543961180608,0.39473684210526316,-0.07937894736842105,0.054090425074587556,-0.1334693724430086
0x0430e029618b98a05b7c7a6adbe3d8f7e7e04a37,48,1,5.909999999999999,1.0,1.0,0.674025,0.0003302628976441082,0.6736947371023558
0x044dea07a13fe987eadbaa3300cfac9ac71df2b6,4,1,24.13,0.1205967675093245,0.75,0.3385250000000001,0.3695281842543724,-0.031003184254372318
0x0459abc4ac9d58f93aa2dbdafc171451c94bd44e,1,1,0.02,1.0,0.0,-0.2712,inf,-inf
0x0464603f220438f558fa6c9977dd15c8c7bdabba,3,1,1630.0,1.0,0.0,-0.4894,0.015401731504390448,-0.5048017315043904
0x046acb60bf9d46562acee2cf5bd2702d14665276,2,1,0.01,1.0,0.5,-0.0041500000000000425,0.77155,-0.7757000000000001
0x0488bd80918b9a7e776909291674bea70fbb0b61,35,1,0.3800000000000001,0.42105263157894735,0.7714285714285715,0.4125742857142858,0.11067819628008366,0.3018960894342021
0x0497dea46e4a8cbe25a57d2dc33e3cd3f1486fc3,4,1,29.910000000000004,0.6496155132062854,0.25,-0.07584999999999999,0.03357688937349618,-0.10942688937349616
0x04b36604573526ba60c8769a3ca7ea4d833bbc0a,1,1,0.04,1.0,0.0,-0.2728,inf,-inf
0x04dc43135b5b02a12833ed67d2a66b516fa6df6f,1,1,0.04,1.0,0.0,-0.2729,inf,-inf
